ano,mes,id,nome,desc,categoria,valor,pdf_url
2018,4,3,Anivaldo da Silva (Lobão),Veiculação de propaganda e publicidade,Divulgação,3920,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/2082859601544307369___ABRIL.pdf
2018,4,3,Anivaldo da Silva (Lobão),"Edição de jornais, livros, revistas e impressos gráficos",Divulgação,3600,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/2082859601544307369___ABRIL.pdf
2018,4,3,Anivaldo da Silva (Lobão),Serviços de telefonia Fixa ou Móvel,Telefonia,2671.24,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/2082859601544307369___ABRIL.pdf
2018,4,3,Anivaldo da Silva (Lobão),Alimentação do parlamentar e assessores,Alimentação,869.74,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/2082859601544307369___ABRIL.pdf
2018,5,3,Anivaldo da Silva (Lobão),Veiculação de propaganda e publicidade,Divulgação,3520,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/5066681421544307787___MAIO.pdf
2018,5,3,Anivaldo da Silva (Lobão),"Edição de jornais, livros, revistas e impressos gráficos",Divulgação,3000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/5066681421544307787___MAIO.pdf
2018,5,3,Anivaldo da Silva (Lobão),Serviços de telefonia Fixa ou Móvel,Telefonia,2573.15,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/5066681421544307787___MAIO.pdf
2018,5,3,Anivaldo da Silva (Lobão),Alimentação do parlamentar e assessores,Alimentação,1217.33,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/5066681421544307787___MAIO.pdf
2018,6,3,Anivaldo da Silva (Lobão),Veiculação de propaganda e publicidade,Divulgação,3800,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/902233411544307733___JUNHO.pdf
2018,6,3,Anivaldo da Silva (Lobão),Serviços de telefonia Fixa ou Móvel,Telefonia,2382,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/902233411544307733___JUNHO.pdf
2018,6,3,Anivaldo da Silva (Lobão),Alimentação do parlamentar e assessores,Alimentação,2214.65,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/902233411544307733___JUNHO.pdf
2018,7,3,Anivaldo da Silva (Lobão),Serviços de telefonia fixa ou móvel,Telefonia,2630.3,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/17156631821544307608___JULHO.pdf
2018,7,3,Anivaldo da Silva (Lobão),Alimentação do parlamentar e assessores,Alimentação,1875.56,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/17156631821544307608___JULHO.pdf
2018,8,3,Anivaldo da Silva (Lobão),Serviços de telefonia fixa ou móvel,Telefonia,2544.46,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/8995452941544307430___AGOSTO.pdf
2018,8,3,Anivaldo da Silva (Lobão),Alimentação do parlamentar e assessores,Alimentação,1918.09,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/8995452941544307430___AGOSTO.pdf
2018,9,3,Anivaldo da Silva (Lobão),Serviços de telefonia fixa ou móvel,Telefonia,3446.21,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/340335511544307887___SETEMBRO.pdf
2018,9,3,Anivaldo da Silva (Lobão),Alimentação do parlamentar e assessores,Alimentação,2374.29,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/340335511544307887___SETEMBRO.pdf
2018,10,3,Anivaldo da Silva (Lobão),Veiculação de propaganda e publicidade,Divulgação,3000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/16611930851549548322___ANIVALDO_LUIS_OUTUBRO_2018.pdf
2018,10,3,Anivaldo da Silva (Lobão),"Edicão de jornais, livros, revistas e impressos",Divulgação,3800,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/16611930851549548322___ANIVALDO_LUIS_OUTUBRO_2018.pdf
2018,10,3,Anivaldo da Silva (Lobão),Serviços de telefonia fixa ou móvel,Telefonia,2728.08,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/16611930851549548322___ANIVALDO_LUIS_OUTUBRO_2018.pdf
2018,10,3,Anivaldo da Silva (Lobão),Alimentação do parlamentar e assessores,Alimentação,1701.5,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/16611930851549548322___ANIVALDO_LUIS_OUTUBRO_2018.pdf
2018,11,3,Anivaldo da Silva (Lobão),Veiculação de propaganda e publicidade,Divulgação,3500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/7623075181549552051___ANIVALDO_LUIS_NOVEMBRO_2018.pdf
2018,11,3,Anivaldo da Silva (Lobão),Serviços de telefonia fixa ou móvel,Telefonia,2641.26,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/7623075181549552051___ANIVALDO_LUIS_NOVEMBRO_2018.pdf
2018,11,3,Anivaldo da Silva (Lobão),Alimentação do parlamentar e assessores,Alimentação,1405.72,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/7623075181549552051___ANIVALDO_LUIS_NOVEMBRO_2018.pdf
2018,12,3,Anivaldo da Silva (Lobão),Veiculação de propaganda e publicidade,Divulgação,2500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/12204165861549625328___ANIVALDO_LUIS_DEZEMBRO_2018.pdf
2018,12,3,Anivaldo da Silva (Lobão),"Edicão de jornais, livros, revistas e impressos",Divulgação,3750,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/12204165861549625328___ANIVALDO_LUIS_DEZEMBRO_2018.pdf
2018,12,3,Anivaldo da Silva (Lobão),Serviços de telefonia fixa ou móvel,Telefonia,2716.78,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/12204165861549625328___ANIVALDO_LUIS_DEZEMBRO_2018.pdf
2018,12,3,Anivaldo da Silva (Lobão),Alimentação do parlamentar e assessores,Alimentação,1184.27,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/12204165861549625328___ANIVALDO_LUIS_DEZEMBRO_2018.pdf
2018,1,4,Antonio Hollanda,Veiculação de propaganda e publicidade,Divulgação,1700,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/3176258931544308189___JANEIRO.pdf
2018,1,4,Antonio Hollanda,Alimentação do parlamentar e assessores,Alimentação,4021.5,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/3176258931544308189___JANEIRO.pdf
2018,1,4,Antonio Hollanda,Serviços jurídicos,Consultoria,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/3176258931544308189___JANEIRO.pdf
2018,1,4,Antonio Hollanda,Outras despesas não especificadas,Outras,800,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/3176258931544308189___JANEIRO.pdf
2018,2,4,Antonio Hollanda,Alimentação do parlamentar e assessores,Alimentação,4026.5,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/6955248831544308142___FEVEREIRO.pdf
2018,2,4,Antonio Hollanda,Serviços Contábeis,Consultoria,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/6955248831544308142___FEVEREIRO.pdf
2018,2,4,Antonio Hollanda,"Locação de Imóveis para Ações Parlamentares, IPTU, água e luz",Eventos,800,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/6955248831544308142___FEVEREIRO.pdf
2018,3,4,Antonio Hollanda,Alimentação do parlamentar e assessores,Alimentação,4012,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/8820038581544308432___MARCO.pdf
2018,3,4,Antonio Hollanda,Serviços de Marketing e Jornalismo ,Divulgação,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/8820038581544308432___MARCO.pdf
2018,3,4,Antonio Hollanda,Outras despesas não especificadas,Outras,800,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/8820038581544308432___MARCO.pdf
2018,4,4,Antonio Hollanda,Veiculação de propaganda e publicidade,Divulgação,1700,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/8787865321544307966___ABRIL.pdf
2018,4,4,Antonio Hollanda,Alimentação do parlamentar e assessores,Alimentação,4170.72,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/8787865321544307966___ABRIL.pdf
2018,4,4,Antonio Hollanda,Outras despesas não especificadas anteriormente,Outras,5000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/8787865321544307966___ABRIL.pdf
2018,5,4,Antonio Hollanda,veiculação de propaganda e publicidade,Divulgação,1700,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/14268401391544308356___MAIO.pdf
2018,5,4,Antonio Hollanda,Alimentação do parlamentar e assessores,Alimentação,4037,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/14268401391544308356___MAIO.pdf
2018,6,4,Antonio Hollanda,Veiculação de propaganda e publicidade,Divulgação,1700,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/6056726641544308300___JUNHO.pdf
2018,6,4,Antonio Hollanda,Alimentação do parlamentar e assessores,Alimentação,4003,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/6056726641544308300___JUNHO.pdf
2018,6,4,Antonio Hollanda,Serviços jurídicos,Consultoria,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/6056726641544308300___JUNHO.pdf
2018,6,4,Antonio Hollanda,Outras despesas não especificadas,Outras,800,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/6056726641544308300___JUNHO.pdf
2018,7,4,Antonio Hollanda,Veiculação de propaganda e publicidade,Divulgação,1700,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/4119533721544308237___JULHO.pdf
2018,7,4,Antonio Hollanda,Fotocópias e digitalização de impressos,Divulgação,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/4119533721544308237___JULHO.pdf
2018,7,4,Antonio Hollanda,Alimentação do parlamentar e assessores,Alimentação,4020,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/4119533721544308237___JULHO.pdf
2018,7,4,Antonio Hollanda,Outras despesas não especificadas,Outras,800,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/4119533721544308237___JULHO.pdf
2018,8,4,Antonio Hollanda,Veiculação de propaganda e publicidade,Divulgação,1700,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/16494578881544308087___AGOSTO.pdf
2018,8,4,Antonio Hollanda,Alimentação do parlamentar e assessores,Alimentação,4196,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/16494578881544308087___AGOSTO.pdf
2018,8,4,Antonio Hollanda,Serviços Contábeis,Consultoria,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/16494578881544308087___AGOSTO.pdf
2018,8,4,Antonio Hollanda,Outras despesas não especificadas anteriormente,Outras,800,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/16494578881544308087___AGOSTO.pdf
2018,9,4,Antonio Hollanda,Veiculação de propaganda e publicidade,Divulgação,1700,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15098283271544308503___SETEMBRO.pdf
2018,9,4,Antonio Hollanda,Alimentação do parlamentar e assessores,Alimentação,4052.5,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15098283271544308503___SETEMBRO.pdf
2018,9,4,Antonio Hollanda,Serviços jurídicos,Consultoria,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15098283271544308503___SETEMBRO.pdf
2018,9,4,Antonio Hollanda,Outras despesas não especificadas anteriormente,Outras,800,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15098283271544308503___SETEMBRO.pdf
2018,10,4,Antonio Hollanda,Veiculação de propaganda e publicidade,Divulgação,1700,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/1561513131549548686___ANTONIO_HOLANDA_OUTUBRO_2018.pdf
2018,10,4,Antonio Hollanda,Alimentação do parlamentar e assessores,Alimentação,4125,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/1561513131549548686___ANTONIO_HOLANDA_OUTUBRO_2018.pdf
2018,10,4,Antonio Hollanda,Serviços de Jornalismo,Divulgação,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/1561513131549548686___ANTONIO_HOLANDA_OUTUBRO_2018.pdf
2018,10,4,Antonio Hollanda,Outras despesas não especificadas anteriormente,Outras,800,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/1561513131549548686___ANTONIO_HOLANDA_OUTUBRO_2018.pdf
2018,11,4,Antonio Hollanda,Veiculação de propaganda e publicidade,Divulgação,1700,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/11512715471549552259___ANTONIO_HOLANDA_NOVEMBRO_2018.pdf
2018,11,4,Antonio Hollanda,Serviços de material gráficos para atividades parlamentar,Divulgação,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/11512715471549552259___ANTONIO_HOLANDA_NOVEMBRO_2018.pdf
2018,11,4,Antonio Hollanda,Alimentação do parlamentar e assessores,Alimentação,4015,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/11512715471549552259___ANTONIO_HOLANDA_NOVEMBRO_2018.pdf
2018,11,4,Antonio Hollanda,Outras despesas não especificadas anteriormente,Outras,800,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/11512715471549552259___ANTONIO_HOLANDA_NOVEMBRO_2018.pdf
2018,12,4,Antonio Hollanda,Veiculação de propaganda e publicidade,Divulgação,1700,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/2567396541549625398___ANTONIO_HOLANDA_DEZEMBRO_2018.pdf
2018,12,4,Antonio Hollanda,"Reuniões, eventos e seminários",Eventos,4003,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/2567396541549625398___ANTONIO_HOLANDA_DEZEMBRO_2018.pdf
2018,12,4,Antonio Hollanda,Serviços Contábeis,Consultoria,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/2567396541549625398___ANTONIO_HOLANDA_DEZEMBRO_2018.pdf
2018,12,4,Antonio Hollanda,Outras despesas não especificadas anteriormente,Outras,800,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/2567396541549625398___ANTONIO_HOLANDA_DEZEMBRO_2018.pdf
2018,1,5,Aparecida Augusta,Serviço Advocacia,Consultoria,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/3472892211544308835___JANEIRO.pdf
2018,1,5,Aparecida Augusta,Serviços de assessoria de comunicação e jornalismo,Divulgação,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/3472892211544308835___JANEIRO.pdf
2018,1,5,Aparecida Augusta,Serviços de filmagens e fotografias,Divulgação,3000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/3472892211544308835___JANEIRO.pdf
2018,2,5,Aparecida Augusta,Serviços de Contabilidade,Consultoria,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/19897924271544308793___FEVEREIRO.pdf
2018,2,5,Aparecida Augusta,Divulgação de atividade parlamentar em meios de comunicação,Divulgação,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/19897924271544308793___FEVEREIRO.pdf
2018,2,5,Aparecida Augusta,Serviços de filmagens e fotografias,Divulgação,3000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/19897924271544308793___FEVEREIRO.pdf
2018,2,5,Aparecida Augusta,Serviços de locução e divulgação das atividades parlamentares,Divulgação,1500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/19897924271544308793___FEVEREIRO.pdf
2018,3,5,Aparecida Augusta,Divulgação de atividade parlamentar em meios de comunicação,Divulgação,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/20195614521544309025___MARCO.pdf
2018,3,5,Aparecida Augusta,Serviços de filmagens e fotografias,Divulgação,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/20195614521544309025___MARCO.pdf
